Product id,Part Number,"A (A=About, G=Generate, C=Customd, D=don�t touch)",Description,Highest similarity percentage,duplicates
58907,1336S-B060-AA-EN-GM2-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 45 (60) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,3
58347,1336S-B060-AE-DE4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 45 (60) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",,2
13751,1336S-B060-AE-FR,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 60 horsepower rating and IP20 (NEMA 1)/EMC enclosure",,
58384,1336S-B060-AE-IT4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 45 (60) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",98.42105263,
58419,1336S-B060-AN-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 45 (60) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,3
58755,1336S-B060-AN-EN4-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 45 (60) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.64498645,
58984,1336S-B060-AN-EN-GM1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 45 (60) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,3
13752,1336S-B060-AX-EN-L6,G,Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage and 60 horsepower rating,,
58306,1336S-B075-AA-EN,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,7
58383,1336S-B075-AA-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,7
58710,1336S-B075-AA-EN4-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",98.93617021,
13753,1336S-B075-AA-EN-GM1-HA2,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 75 horsepower rating and IP20 (NEMA 1) enclosure",,
58918,1336S-B075-AA-EN-GM1-HA2-L6E,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,7
58906,1336S-B075-AA-EN-GM2-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,7
58687,1336S-B075-AA-EN-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,7
58663,1336S-B075-AA-EN-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,7
58359,1336S-B075-AE-DE4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",,2
58364,1336S-B075-AE-DE5,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the German language.</p>
",97.09762533,
58348,1336S-B075-AE-EN5,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",97.08222812,
13754,1336S-B075-AN-EN,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 75 horsepower rating and IP00 (Open) enclosure",,
58754,1336S-B075-AN-EN4-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,7
58723,1336S-B075-AN-EN4-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,7
58535,1336S-B075-AN-EN4-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,7
58608,1336S-B075-AN-EN6-HA1,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,7
58499,1336S-B075-AN-EN-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,7
13755,1336S-B075-AN-EN-L6,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 75 horsepower rating and IP00 (Open) enclosure",,
58320,1336S-B075-AN-FR,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the French language.</p>
",97.54768392,
58382,1336S-B075-AN-FR4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,7
58508,1336S-B075-AN-HA1-L5,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 56 (75) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.10298103,
58381,1336S-B077-AA-EN6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,2
58996,1336S-B100-AA-EN3-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 75 (100) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,5
58693,1336S-B100-AA-EN4-HAB-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 75 (100) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,5
58753,1336S-B100-AA-EN4-HAP-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 75 (100) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,5
59037,1336S-B100-AA-EN915-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 75 (100) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",97.87234043,
58662,1336S-B100-AA-EN-HA2-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 75 (100) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,5
58337,1336S-B100-AN-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 75 (100) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,3
58926,1336S-B100-AN-EN4-GM1-HAP-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 75 (100) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.65229111,
58484,1336S-B100-AN-EN-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 75 (100) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,3
58674,1336S-B105-AA-EN-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",97.87234043,
58326,1336S-B125-AA-EN,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 93 (125) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,4
58380,1336S-B125-AA-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 93 (125) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,4
58724,1336S-B125-AA-EN4-HA1-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 93 (125) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,4
58752,1336S-B125-AA-EN4-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 93 (125) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",97.86096257,
13756,1336S-B125-AA-EN6-HA2,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 125 horsepower rating and IP20 (NEMA 1) enclosure",,
58325,1336S-B125-AN-EN,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 93 (125) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,4
58925,1336S-B125-AN-EN3-GM1-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 93 (125) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,4
13757,1336S-B125-AN-EN4-L6,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC voltage, 125 horsepower rating and IP00 (Open) enclosure",,
58379,1336S-B125-AN-EN5,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 93 (125) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,4
58352,1336S-B125-AN-EN6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 93 (125) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.11320755,
58324,1336S-B150-AN-EN,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 112 (150) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,4
58417,1336S-B150-AN-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 112 (150) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,4
58607,1336S-B150-AN-EN4-HAP,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 112 (150) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,4
58558,1336S-B150-AN-EN4-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 112 (150) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.38709677,
58751,1336S-B200-AN-EN4-HA1-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 149 (200) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.38709677,
58491,1336S-B200-AN-EN-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 149 (200) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",,2
58416,1336S-B250-AN-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 187 (250) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.38709677,
58485,1336S-B400-AN-EN-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 298 (400) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",97.84946237,
58561,1336S-B500-AN-EN4-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480V AC unit with 373 (500) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",97.2972973,
58378,1336S-BRF05-AA-EN,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,13
58469,1336S-BRF05-AA-EN3,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,13
13758,1336S-BRF05-AA-EN4,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC or 513-620V DC voltage, 0.5 horsepower rating and IP20 (NEMA 1) enclosure",,
58650,1336S-BRF05-AA-EN4-HA2,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,13
58836,1336S-BRF05-AA-EN4-HA2-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,13
58898,1336S-BRF05-AA-EN4-HA2-L5E,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,13
58870,1336S-BRF05-AA-EN4-HAP-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,13
58828,1336S-BRF05-AA-EN4-HAP-L5,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,13
58629,1336S-BRF05-AA-EN4-L4E,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,13
58468,1336S-BRF05-AA-EN5,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,13
58750,1336S-BRF05-AA-EN-HA2-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,13
58807,1336S-BRF05-AA-EN-HA2-L6E,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,13
58534,1336S-BRF05-AA-EN-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,13
58467,1336S-BRF05-AA-ES4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",99.02439024,
13759,1336S-BRF05-AA-FR4-L4,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC or 513-620V DC voltage, 0.5 horsepower rating and IP20 (NEMA 1) enclosure",,
58466,1336S-BRF05-AE-DE4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",98.79518072,
13760,1336S-BRF05-AE-EN4-HAB-L5E,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC or 513-620V DC voltage, 0.5 horsepower rating and IP20 (NEMA 1)/EMC enclosure",,
13761,1336S-BRF05-AN-EN,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC or 513-620V DC voltage, 0.5 horsepower rating and IP00 (Open) enclosure",,
13762,1336S-BRF05-AN-EN-HA2-L6,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC or 513-620V DC voltage, 0.5 horsepower rating and IP00 (Open) enclosure",,
58791,1336S-BRF05-AN-EN-HAB-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.37 (0.5) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.75930521,
58606,1336S-BRF07-AA-EN4-L6,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.56 (0.75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,3
58986,1336S-BRF07-AA-EN-HA2-L4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.56 (0.75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,3
58465,1336S-BRF07-AA-ES4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.56 (0.75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",99.02912621,
58430,1336S-BRF07-AE-DE4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.56 (0.75) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1)/EMC enclosure. This unit is in the English language.</p>
",98.55072464,
13763,1336S-BRF07-AE-EN4-L5,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC or 513-620V DC voltage, 0.75 horsepower rating and IP20 (NEMA 1)/EMC enclosure",,
13764,1336S-BRF07-AN-EN3,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC or 513-620V DC voltage, 0.75 horsepower rating and IP00 (Open) enclosure",,
58432,1336S-BRF07-AN-EN4,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 0.56 (0.75) kilowatts(horsepower) and has a(n) IP 00 (Open) enclosure. This unit is in the English language.</p>
",98.50746269,
58420,1336S-BRF100-AA-EN,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 7.5 (10) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,10
58507,1336S-BRF100-AA-EN3,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 7.5 (10) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,10
13781,1336S-BRF100-AA-EN4,G,"Allen-Bradley 1336 PLUS Drive with 380-480V AC or 513-620V DC voltage, 10 horsepower rating and IP20 (NEMA 1) enclosure",,
58668,1336S-BRF100-AA-EN4-HA1,G,"<p>This 1336 PLUS Adjustable Frequency AC drive is a 380-480VAC or 513-620V DC unit with 7.5 (10) kilowatts(horsepower) and has a(n) IP 20 (NEMA 1) enclosure. This unit is in the English language.</p>
",,10
