A -- 1-3,Manufacturer,Series,B -- 4-9,IEC Contactor,Screw Terminals,Spring Terminals,Max Current,Current Rating,Features,Contacts,Coil Voltages,Optional Overload Relays,Optional Accessories,Standards/Certifications,Terminal Coil AC Voltages,Terminal Coil DC Voltages,Contact Assignment Type
,,,KR12ZD400,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 110V,400
,,,K05KJ300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 24 V 50/60 Hz,-,300
,,,K05D300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 110V 50Hz/ 120V 60Hz,-,300
,,,K05KF300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 230V 50/60Hz,-,300
,,,K05KA300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 240V 50/60 Hz,-,300
,,,K05KN300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 400V 50/60Hz,-,300
,,,K05B300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 480V 60Hz,-,300
,,,K05VC300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 600V 60Hz,-,300
,,,K05ZQ300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 12V,300
,,,K05ZJ300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 24V,300
,,,K05DJ300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 24V with Integrated Diode,300
,,,K05ZD300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 110V,300
,,,K05ZS300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 125V,300
,,,K05ZA300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 220V,300
,,,K05ZT300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 250V,300
,,,KR05KJ300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",spring clamp type terminal 24V 50/60Hz,-,300
,,,KR05D300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",spring clamp type terminal 110V 50Hz/ 120V 60Hz,-,300
,,,KR05KF300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",spring clamp type terminal 230V 50/60Hz,-,300
,,,KR05ZJ300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 24V,300
,,,KR05DJ300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 24V with Integrated Diode,300
,,,KR05ZD300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 110V,300
,,,K09KJ300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 24 V 50/60 Hz,-,300
,,,K09D300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 110V 50Hz/ 120V 60Hz,-,300
,,,K09KF300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 230V 50/60Hz,-,300
,,,K09KA300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 240V 50/60 Hz,-,300
,,,K09KN300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 400V 50/60Hz,-,300
,,,K09B300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 480V 60Hz,-,300
,,,K09VC300,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 600V 60Hz,-,300
